Application_mode,Course,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
43,9773,1,121.0,121.0,1,0,1,1,0,23,6,15,1,13.0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Enrolled
43,9670,1,117.0,113.2,0,0,1,1,0,21,5,11,2,10.0,0,5,10,3,10.333333333333334,0,9.4,-0.8,-3.12,Enrolled
39,9991,0,150.0,146.0,0,0,1,1,0,34,5,5,5,14.2,0,5,5,5,14.6,0,12.7,3.7,-1.7,Enrolled
1,9500,1,118.0,115.7,0,0,1,1,0,20,7,9,5,12.7,0,8,9,7,13.475,0,13.9,-0.3,0.79,Enrolled
42,9003,1,120.0,128.2,1,0,1,1,0,24,9,13,8,13.333333333333334,5,10,12,9,13.11111111111111,0,16.2,0.3,-0.92,Enrolled
39,9991,0,100.0,140.0,0,0,1,1,0,39,5,7,4,12.25,0,5,7,4,12.75,0,15.5,2.8,-4.06,Enrolled
17,9085,1,120.0,122.5,0,0,0,1,0,19,6,11,5,13.6,0,6,11,5,13.666666666666666,0,11.1,0.6,2.02,Enrolled
39,9991,0,133.1,121.5,0,0,1,1,0,38,5,11,2,10.5,0,5,9,3,11.333333333333334,1,7.6,2.6,0.32,Enrolled
1,9500,1,135.0,135.4,1,0,1,1,0,21,7,9,6,12.565,0,8,12,5,12.16,0,11.1,0.6,2.02,Enrolled
17,9670,1,123.0,122.0,0,1,1,1,0,19,6,7,6,13.166666666666666,0,6,9,5,13.2,0,8.9,1.4,3.51,Enrolled
39,9254,1,133.1,119.3,1,0,1,1,0,25,6,7,6,11.166666666666666,0,6,11,4,11.8,0,9.4,-0.8,-3.12,Enrolled
1,9070,1,140.0,125.0,1,0,1,1,0,19,6,7,6,12.666666666666666,0,6,8,6,12.142857142857142,0,9.4,-0.8,-3.12,Enrolled
39,9500,1,133.1,100.0,0,0,1,1,0,33,7,7,5,13.06,0,7,9,0,0.0,0,16.2,0.3,-0.92,Enrolled
1,9119,1,140.0,125.7,1,0,1,1,0,18,5,5,0,0.0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled
17,9147,1,120.0,115.5,1,1,0,1,0,19,5,8,4,12.5,0,5,9,5,10.5,0,8.9,1.4,3.51,Enrolled
1,9147,1,124.0,116.7,1,0,1,1,0,19,5,6,0,0.0,0,5,6,0,0.0,0,7.6,2.6,0.32,Enrolled
17,9500,1,132.0,125.5,1,0,1,1,0,18,8,8,7,13.154285714285717,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,Enrolled
1,9130,1,130.0,117.6,0,0,1,1,0,19,5,14,2,11.5,0,5,8,5,11.4,3,9.4,-0.8,-3.12,Enrolled
44,9003,1,150.0,150.0,0,0,1,1,0,22,6,12,3,13.333333333333334,0,6,12,3,12.75,0,15.5,2.8,-4.06,Enrolled
17,9119,1,135.0,121.7,1,0,1,1,0,18,5,7,5,11.8,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled
43,171,1,144.0,121.6,0,0,1,1,0,22,0,0,0,0.0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled
1,171,1,133.1,117.0,0,1,1,1,0,19,0,0,0,0.0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled
44,9119,1,130.0,130.0,1,0,1,1,0,19,5,9,2,12.5,0,5,10,3,11.6,0,12.4,0.5,1.79,Enrolled
15,9119,1,133.1,100.0,0,1,1,1,0,24,8,8,7,13.142857142857142,1,6,8,6,11.833333333333334,0,8.9,1.4,3.51,Enrolled
1,9119,1,148.0,129.8,0,0,0,1,1,18,5,6,5,15.0,0,5,6,5,14.2,0,8.9,1.4,3.51,Enrolled
1,9238,1,135.0,121.0,0,0,1,0,0,20,6,13,1,10.0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,Enrolled
1,9773,1,145.0,131.0,1,0,1,0,1,18,6,6,6,12.166666666666666,0,6,10,5,11.2,0,7.6,2.6,0.32,Enrolled
44,9238,1,140.0,136.1,1,1,1,0,0,21,6,8,3,12.0,2,6,6,2,12.5,0,12.4,0.5,1.79,Enrolled
39,9853,1,133.1,108.0,0,1,0,0,0,33,7,7,7,12.857142857142858,0,7,8,6,12.666666666666666,0,8.9,1.4,3.51,Enrolled
39,9085,1,133.1,144.9,1,0,1,0,0,26,6,11,3,11.75,0,6,19,4,12.8,0,12.4,0.5,1.79,Enrolled
43,9670,1,110.0,110.0,0,0,1,0,0,21,6,8,5,11.833333333333334,0,6,8,4,13.25,2,16.2,0.3,-0.92,Enrolled
44,9085,1,140.0,140.0,1,0,1,0,0,20,6,13,6,12.555555555555555,1,6,11,5,11.8,0,16.2,0.3,-0.92,Enrolled
44,9085,1,150.0,150.0,0,0,1,0,0,20,5,10,2,14.5,0,5,7,4,11.25,0,12.7,3.7,-1.7,Enrolled
39,9003,1,133.1,140.0,0,0,1,1,0,43,6,8,6,12.875,0,6,14,5,12.142857142857142,0,16.2,0.3,-0.92,Enrolled
39,9147,1,133.1,119.8,0,0,1,1,0,26,5,9,5,12.0,0,5,5,5,10.2,0,11.1,0.6,2.02,Enrolled
43,9130,1,130.0,130.0,1,0,1,1,0,33,5,12,1,13.0,0,5,7,3,14.0,0,9.4,-0.8,-3.12,Enrolled
17,9254,1,119.0,125.0,0,0,1,1,0,19,6,7,5,10.8,0,6,10,2,10.5,0,10.8,1.4,1.74,Enrolled
17,9070,1,131.0,120.2,1,0,1,1,0,18,6,6,6,12.833333333333334,0,6,8,5,11.4,0,15.5,2.8,-4.06,Enrolled
1,9147,1,120.0,111.6,0,1,1,1,1,21,5,5,5,12.6,0,5,9,3,12.833333333333334,0,10.8,1.4,1.74,Enrolled
1,9147,1,116.0,124.8,1,0,1,1,0,20,5,9,2,14.333333333333334,0,5,10,2,12.5,0,7.6,2.6,0.32,Enrolled
44,9003,1,120.0,120.0,0,0,1,1,0,19,6,17,1,11.0,0,6,19,0,0.0,0,16.2,0.3,-0.92,Enrolled
39,9119,1,130.0,134.0,0,0,1,1,1,24,5,8,5,11.833333333333334,0,5,8,4,14.0,0,12.7,3.7,-1.7,Enrolled
1,9254,1,133.1,125.0,0,0,1,1,0,21,6,10,5,11.333333333333334,0,6,14,2,11.5,0,12.7,3.7,-1.7,Enrolled
39,9119,1,133.1,123.0,0,0,1,1,1,28,5,16,3,14.333333333333334,0,5,9,5,12.428571428571429,0,9.4,-0.8,-3.12,Enrolled
51,9085,1,120.0,125.0,0,0,1,0,0,28,6,8,6,14.428571428571429,0,6,12,4,15.6,0,11.1,0.6,2.02,Enrolled
44,9085,1,130.0,130.0,1,0,1,0,0,20,6,13,5,11.8,0,6,19,4,12.0,0,12.4,0.5,1.79,Enrolled
1,9853,1,122.0,112.6,1,0,1,0,0,23,6,8,5,13.6,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
44,9085,1,160.0,160.0,1,0,1,0,0,23,6,12,4,13.4,1,6,17,2,13.5,0,12.4,0.5,1.79,Enrolled
43,9556,1,126.0,100.0,0,0,1,0,0,25,7,10,3,13.0,1,8,10,3,11.666666666666666,4,10.8,1.4,1.74,Enrolled
1,9500,1,106.0,106.4,1,0,1,0,1,19,7,9,5,13.34,0,7,9,6,12.385714285714286,0,12.4,0.5,1.79,Enrolled
44,9003,1,150.0,150.0,0,0,1,1,1,20,6,18,3,12.0,0,6,17,3,11.666666666666666,0,15.5,2.8,-4.06,Enrolled
44,9003,1,130.0,130.0,0,0,1,1,0,19,6,8,5,11.5,0,6,11,6,11.333333333333334,0,12.4,0.5,1.79,Enrolled
43,9500,1,125.0,123.6,1,0,1,0,1,18,7,8,5,12.86,0,7,8,5,12.86,0,7.6,2.6,0.32,Enrolled
1,9500,1,131.0,126.1,1,0,1,0,0,18,7,8,7,12.59125,0,8,11,7,12.820000000000002,0,15.5,2.8,-4.06,Enrolled
44,9003,1,140.0,120.0,1,0,1,1,0,22,6,13,5,13.0,0,6,13,2,11.5,0,12.4,0.5,1.79,Enrolled
1,9119,1,142.0,129.8,1,0,1,1,0,18,5,5,0,0.0,0,5,6,1,15.0,0,10.8,1.4,1.74,Enrolled
17,9670,1,128.0,135.7,1,0,1,1,0,19,6,7,5,13.2,0,6,10,5,13.25,0,10.8,1.4,1.74,Enrolled
43,9070,1,100.0,108.0,1,0,1,1,0,34,12,12,7,11.428571428571429,4,12,12,7,11.857142857142858,0,7.6,2.6,0.32,Enrolled
1,9254,1,125.0,122.9,0,0,1,1,1,19,6,7,6,11.166666666666666,0,6,12,3,11.666666666666666,0,10.8,1.4,1.74,Enrolled
1,9238,1,125.0,118.7,0,0,1,1,0,20,6,12,4,11.75,0,6,13,3,11.333333333333334,0,15.5,2.8,-4.06,Enrolled
1,9254,1,128.0,120.0,1,0,1,0,1,20,6,6,6,14.5,0,6,7,5,15.0,0,12.4,0.5,1.79,Enrolled
1,9238,1,108.0,107.3,0,0,1,0,1,19,6,12,4,10.4,0,6,11,4,10.75,0,12.4,0.5,1.79,Enrolled
18,9853,1,133.1,106.0,1,1,1,0,0,21,7,7,7,13.0,0,7,8,6,12.5,0,8.9,1.4,3.51,Enrolled
1,9670,1,130.0,124.1,1,0,1,0,0,18,6,6,6,14.166666666666666,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,Enrolled
1,9500,1,120.0,114.8,1,0,1,0,0,21,7,11,4,13.25,0,7,9,5,13.82,0,11.1,0.6,2.02,Enrolled
17,9070,1,125.0,122.6,1,0,1,1,0,22,6,6,1,11.0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Enrolled
7,9147,1,120.0,120.0,0,0,1,0,0,33,8,9,5,12.6,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled
17,9254,1,127.0,123.5,1,0,1,0,1,20,6,11,4,11.5,0,6,12,3,11.0,0,7.6,2.6,0.32,Enrolled
39,9147,1,140.0,131.8,0,0,1,0,0,35,5,6,4,14.2,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,Enrolled
1,9238,1,157.0,136.7,1,0,1,0,0,22,6,11,4,12.5,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,Enrolled
17,9773,1,144.0,130.7,1,0,1,0,0,20,6,9,6,11.666666666666666,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
1,9670,1,119.0,119.7,1,0,1,0,0,20,5,6,3,13.0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled
1,171,1,125.0,136.2,1,1,1,1,0,21,12,12,11,11.545454545454543,4,11,18,9,11.7,1,8.9,1.4,3.51,Enrolled
43,9147,1,127.0,124.2,1,0,1,1,0,23,5,6,1,10.0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Enrolled
39,9003,1,140.0,135.4,1,0,1,0,0,24,6,10,5,11.8,0,6,13,4,11.25,0,12.4,0.5,1.79,Enrolled
1,9147,1,126.0,115.2,0,1,1,0,0,19,5,13,1,10.0,0,5,8,2,10.0,0,12.4,0.5,1.79,Enrolled
1,9254,1,123.0,125.1,0,0,1,0,0,19,6,12,4,11.0,0,6,6,4,12.5,0,16.2,0.3,-0.92,Enrolled
1,9254,1,121.0,125.9,1,0,1,0,0,22,6,10,4,10.0,0,6,12,2,13.5,0,9.4,-0.8,-3.12,Enrolled
39,9147,1,120.0,124.6,0,0,1,0,0,36,5,8,3,11.0,0,5,12,4,13.375,0,10.8,1.4,1.74,Enrolled
1,9500,1,103.0,108.3,0,0,1,0,1,20,7,14,0,0.0,0,7,15,0,0.0,0,11.1,0.6,2.02,Enrolled
39,9773,1,133.1,133.0,0,0,1,0,0,40,6,8,5,13.0,0,6,7,5,12.6,0,16.2,0.3,-0.92,Enrolled
5,9147,1,126.0,117.3,1,0,1,0,0,19,5,15,3,10.8,0,5,6,3,10.5,0,13.9,-0.3,0.79,Enrolled
15,9556,1,114.0,114.0,0,0,1,0,0,20,7,14,0,0.0,0,7,12,2,11.666666666666666,0,8.9,1.4,3.51,Enrolled
1,9991,0,140.0,139.0,0,0,1,0,1,38,5,8,5,11.0,0,5,7,5,11.4,0,9.4,-0.8,-3.12,Enrolled
1,171,1,133.1,128.2,1,0,1,1,1,19,12,12,12,13.333333333333334,4,11,15,10,12.818181818181818,0,8.9,1.4,3.51,Enrolled
17,9238,1,130.0,122.0,1,0,1,0,1,21,6,8,1,10.0,0,6,13,5,11.4,0,12.7,3.7,-1.7,Enrolled
17,9500,1,145.0,136.3,1,0,1,0,0,18,8,12,7,12.285714285714286,0,8,12,7,12.285714285714286,0,12.7,3.7,-1.7,Enrolled
43,9070,1,150.0,140.8,0,0,1,0,0,19,6,6,5,12.4,0,6,8,6,12.75,0,10.8,1.4,1.74,Enrolled
42,9003,1,140.0,140.0,0,0,1,0,0,22,6,10,6,12.571428571428571,0,6,12,4,13.666666666666666,0,15.5,2.8,-4.06,Enrolled
17,171,1,146.0,135.5,1,1,1,0,0,22,17,19,12,11.833333333333334,10,17,22,11,11.25,0,11.1,0.6,2.02,Enrolled
43,8014,0,120.0,118.3,0,0,1,0,0,20,6,6,6,12.166666666666666,0,6,7,5,14.0,0,12.7,3.7,-1.7,Enrolled
39,9238,1,133.1,130.0,0,0,1,0,0,31,6,6,6,13.166666666666666,0,6,8,6,13.0,0,9.4,-0.8,-3.12,Enrolled
1,9670,1,143.0,131.8,1,0,1,0,1,18,6,8,6,13.571428571428571,0,6,6,5,12.8,0,12.4,0.5,1.79,Enrolled
1,9085,1,131.0,130.7,0,1,1,0,0,21,5,9,2,11.5,0,5,13,4,11.0,1,10.8,1.4,1.74,Enrolled
17,9254,1,115.0,109.8,1,0,1,0,0,19,6,8,4,11.25,0,6,8,4,12.0,0,10.8,1.4,1.74,Enrolled
39,9500,1,130.0,120.0,1,0,1,0,1,25,8,11,7,13.29,0,8,11,7,13.29,3,9.4,-0.8,-3.12,Enrolled
43,9991,0,140.0,107.8,0,0,1,0,0,33,10,15,8,10.375,7,10,13,9,10.444444444444445,0,7.6,2.6,0.32,Enrolled
43,9556,1,149.0,140.2,1,0,1,0,0,20,7,9,7,12.333333333333334,0,8,8,8,12.625,0,12.7,3.7,-1.7,Enrolled
1,9147,1,125.0,124.0,1,0,1,0,0,19,5,5,5,11.2,0,5,11,4,11.75,0,10.8,1.4,1.74,Enrolled
1,9070,1,128.0,129.8,1,0,1,0,0,20,6,6,6,11.833333333333334,0,6,6,3,13.333333333333334,0,9.4,-0.8,-3.12,Enrolled
1,9085,1,145.0,138.4,1,0,0,0,0,18,6,7,6,14.833333333333334,0,6,8,6,12.5,0,8.9,1.4,3.51,Enrolled
1,9085,1,147.0,133.7,1,0,1,0,1,19,5,10,2,13.5,0,5,11,5,11.4,1,10.8,1.4,1.74,Enrolled
43,9500,1,121.0,115.4,1,0,1,0,1,24,8,8,7,11.971428571428572,0,8,8,7,11.971428571428572,0,12.7,3.7,-1.7,Enrolled
1,9085,1,134.0,129.1,0,0,1,0,0,19,5,7,3,12.0,0,5,7,4,13.5,0,7.6,2.6,0.32,Enrolled
44,9085,1,140.0,140.0,1,0,1,0,0,21,12,18,8,12.25,4,12,27,8,12.2,0,12.4,0.5,1.79,Enrolled
1,9254,1,118.0,114.2,0,0,1,0,0,18,6,10,5,12.2,0,6,10,5,11.6,0,16.2,0.3,-0.92,Enrolled
39,9556,1,130.0,113.3,0,0,1,0,0,24,7,15,5,12.4,0,8,14,7,12.15,0,12.4,0.5,1.79,Enrolled
43,9556,1,128.0,123.5,1,0,1,0,0,22,7,14,6,10.744444444444444,0,8,10,8,11.8375,0,12.7,3.7,-1.7,Enrolled
39,9085,1,140.0,154.6,0,0,0,0,1,44,6,12,4,12.75,0,6,15,2,10.0,0,8.9,1.4,3.51,Enrolled
1,9147,1,117.0,120.2,1,0,1,0,0,20,5,9,2,10.0,0,5,10,2,11.0,0,7.6,2.6,0.32,Enrolled
1,171,1,135.0,143.8,1,1,1,0,0,19,0,0,0,0.0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Enrolled
1,9500,1,131.0,118.0,1,0,1,0,1,18,8,8,7,13.242857142857144,0,8,8,7,13.242857142857144,0,12.7,3.7,-1.7,Enrolled
17,9254,1,118.0,110.3,1,0,0,0,0,18,6,7,5,12.6,0,6,6,5,11.8,0,11.1,0.6,2.02,Enrolled
18,9991,0,133.1,145.0,0,0,1,0,1,21,5,6,4,12.25,0,5,8,4,11.8,0,10.8,1.4,1.74,Enrolled
18,9853,1,110.0,110.0,1,0,1,0,0,20,6,10,4,12.75,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,Enrolled
1,9238,1,135.0,121.7,1,0,1,0,1,18,6,14,0,0.0,0,6,9,4,11.0,0,7.6,2.6,0.32,Enrolled
43,9147,1,131.0,123.7,1,0,1,0,0,18,5,10,1,14.0,0,5,10,1,14.0,0,7.6,2.6,0.32,Enrolled
39,9085,1,133.1,148.2,1,1,1,0,0,27,6,11,6,12.125,0,6,16,5,12.0,0,12.4,0.5,1.79,Enrolled
17,9853,1,127.0,121.8,1,1,1,0,0,18,6,12,4,13.5,0,6,14,3,10.666666666666666,0,10.8,1.4,1.74,Enrolled
1,9991,0,131.0,118.4,1,0,1,0,0,20,5,10,0,0.0,0,5,10,0,0.0,3,7.6,2.6,0.32,Enrolled
17,9085,1,138.0,123.3,1,0,1,0,0,19,5,15,3,14.0,0,5,10,4,11.75,1,9.4,-0.8,-3.12,Enrolled
44,9085,1,140.0,140.0,1,0,1,0,0,20,6,9,6,12.666666666666666,1,6,10,4,11.5,0,13.9,-0.3,0.79,Enrolled
17,9853,1,150.0,132.5,1,0,1,0,0,22,6,9,4,12.25,0,6,8,5,11.6,0,10.8,1.4,1.74,Enrolled
5,9853,1,119.0,118.3,1,0,1,0,0,22,6,11,3,15.0,0,6,11,4,10.25,0,9.4,-0.8,-3.12,Enrolled
17,171,1,125.0,143.9,1,0,1,0,0,20,0,0,0,0.0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled
17,9773,1,135.0,135.0,0,0,1,0,0,18,6,6,6,13.5,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Enrolled
39,8014,0,133.1,134.5,0,0,1,0,0,45,6,8,5,13.6,0,6,7,5,13.0,0,15.5,2.8,-4.06,Enrolled
39,9991,0,140.0,130.0,0,1,1,0,0,25,5,10,4,11.25,0,5,9,4,12.0,0,12.7,3.7,-1.7,Enrolled
1,9147,1,113.0,107.4,1,0,1,1,0,20,5,12,3,10.5,0,5,10,4,11.25,0,12.4,0.5,1.79,Enrolled
1,9238,1,133.1,100.0,1,0,1,1,0,22,6,6,4,11.25,0,6,7,3,11.0,0,8.9,1.4,3.51,Enrolled
1,9500,1,127.0,121.5,1,0,1,1,0,20,7,7,6,13.016666666666666,0,7,7,6,13.016666666666666,0,7.6,2.6,0.32,Enrolled
1,9070,1,132.0,136.6,1,0,1,0,0,18,6,10,6,11.714285714285714,0,6,15,6,10.375,0,13.9,-0.3,0.79,Enrolled
17,9670,1,115.0,117.1,0,0,1,0,0,21,5,7,3,12.666666666666666,0,5,6,4,12.75,1,7.6,2.6,0.32,Enrolled
44,171,1,140.0,140.0,0,0,1,1,0,21,0,0,0,0.0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled
17,9070,1,142.0,141.0,1,0,1,1,0,18,6,6,6,13.0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled
17,9085,1,123.0,118.9,0,0,1,1,0,18,5,5,3,14.0,0,5,7,3,12.666666666666666,0,7.6,2.6,0.32,Enrolled
1,9254,1,131.0,134.5,1,0,1,1,0,25,6,8,6,13.166666666666666,0,6,8,5,12.6,0,7.6,2.6,0.32,Enrolled
17,9119,1,141.0,133.0,1,0,1,1,0,18,5,10,4,13.0,0,5,10,3,12.333333333333334,3,7.6,2.6,0.32,Enrolled
1,9085,1,133.1,105.0,1,0,1,1,0,21,6,15,3,11.25,0,6,9,0,0.0,0,12.4,0.5,1.79,Enrolled
39,9556,1,130.0,110.0,0,0,1,1,1,24,7,13,6,10.857142857142858,0,7,7,7,11.857142857142858,0,12.7,3.7,-1.7,Enrolled
1,9147,1,134.0,134.7,0,0,1,1,0,22,5,10,4,11.75,0,5,10,3,11.0,0,7.6,2.6,0.32,Enrolled
39,9003,1,130.0,120.0,1,0,1,1,0,28,13,19,8,11.625,5,10,17,6,11.0,0,15.5,2.8,-4.06,Enrolled
1,9119,1,135.0,123.5,1,0,1,1,0,18,5,10,0,0.0,0,5,10,1,10.0,3,7.6,2.6,0.32,Enrolled
15,9147,1,135.0,135.0,0,1,1,1,0,21,5,9,3,12.333333333333334,0,5,8,4,11.25,0,8.9,1.4,3.51,Enrolled
39,9991,0,147.0,147.9,0,0,1,0,0,28,5,8,4,11.5,0,5,7,4,12.0,0,10.8,1.4,1.74,Enrolled
1,9147,1,123.0,118.8,1,0,1,0,0,21,5,9,3,10.666666666666666,0,5,13,2,12.5,0,7.6,2.6,0.32,Enrolled
1,9773,1,129.0,117.1,1,0,1,0,0,20,6,12,1,17.0,0,6,12,1,17.0,0,9.4,-0.8,-3.12,Enrolled
1,9670,1,131.0,127.2,0,0,1,0,1,18,5,7,3,12.666666666666666,0,5,5,4,12.5,0,9.4,-0.8,-3.12,Enrolled
17,9500,1,140.0,128.5,1,0,1,0,0,18,7,9,5,14.06,0,7,9,6,12.571428571428571,0,12.4,0.5,1.79,Enrolled
39,9991,0,150.0,146.2,0,0,1,0,0,30,5,11,3,10.333333333333334,0,5,10,4,12.8,0,12.4,0.5,1.79,Enrolled
17,9238,1,132.0,123.6,1,0,1,0,0,18,6,9,4,11.5,0,6,10,4,10.75,0,7.6,2.6,0.32,Enrolled
1,9500,1,136.0,120.0,1,0,1,1,0,18,7,8,6,11.833333333333334,0,7,8,6,11.833333333333334,0,7.6,2.6,0.32,Enrolled
1,9238,1,124.0,121.2,0,0,1,0,0,19,6,12,2,13.0,0,6,9,6,10.833333333333334,0,7.6,2.6,0.32,Enrolled
1,9238,1,145.0,121.4,0,0,1,0,0,20,6,13,0,0.0,0,5,11,0,0.0,0,9.4,-0.8,-3.12,Enrolled
7,9500,1,130.0,130.0,0,0,1,0,0,32,7,9,7,13.761111111111113,1,8,11,7,12.06375,0,15.5,2.8,-4.06,Enrolled
1,9147,1,151.0,138.4,0,0,1,0,0,18,5,6,4,11.25,0,5,8,5,11.0,0,10.8,1.4,1.74,Enrolled
5,9853,1,116.0,110.4,1,0,1,0,0,21,6,9,5,12.6,0,6,9,3,11.666666666666666,0,9.4,-0.8,-3.12,Enrolled
18,9853,1,168.0,126.8,1,0,1,1,0,18,6,7,5,12.6,0,6,6,6,13.0,0,10.8,1.4,1.74,Enrolled
1,9070,1,145.0,127.5,1,0,1,1,0,20,6,6,4,12.0,0,6,8,2,11.333333333333334,0,10.8,1.4,1.74,Enrolled
43,9070,1,125.0,133.4,1,0,1,1,1,19,6,6,4,13.0,2,6,7,5,12.2,0,13.9,-0.3,0.79,Enrolled
43,33,1,143.0,121.2,1,0,1,1,0,25,10,13,5,11.6,2,8,10,2,13.0,0,12.4,0.5,1.79,Enrolled
